epoch,test_acc_before_rounding,test_acc,val_acc,train_acc,regularization_loss,model_sparsity
0,30.55,30.55,30.55,24.1088888865153,0.8833614587783813,49.61876155268022
1,33.61,33.61,33.61,32.58222222222222,0.8715415596961975,49.257274461868704
2,36.47,36.47,36.47,36.09999999864366,0.8598897457122803,48.87715401586071
3,38.0,38.0,38.0,38.95111110975478,0.8484535217285156,48.4992695724763
4,42.84,42.84,42.84,41.67777777574327,0.8373369574546814,48.138527815872635
5,46.28,46.28,46.28,44.77111110636393,0.8265138864517212,47.76511537773538
6,46.49,46.49,46.49,47.29111110975477,0.8159278631210327,47.409218293482795
7,48.14,48.14,48.14,49.148888886176216,0.80551677942276,47.03878719217697
8,49.19,49.19,49.19,50.86444444173177,0.795335054397583,46.66835609087115
9,53.61,53.61,53.61,52.31333333265516,0.7854077219963074,46.32587502236002
10,53.21,53.21,53.21,53.54222222222222,0.7757967710494995,41.92244052233021
11,55.17,55.17,55.17,53.20222221815321,0.7658231258392334,41.78828036491563
12,56.58,56.58,56.58,55.43777777235243,0.7569351196289062,41.702566931011866
13,56.68,56.68,56.68,55.8777777709961,0.7484140396118164,41.556108759167614
14,51.94,51.94,51.94,56.55111110975477,0.7401607036590576,41.38840856239938
15,57.46,57.46,57.46,56.85333333333333,0.7322763800621033,27.14358118180192
16,49.24,49.24,49.24,44.233333328586156,0.7215985655784607,26.99227833760658
17,49.64,49.64,49.64,52.751111105685766,0.714011013507843,26.927061594418937
18,53.46,53.46,53.46,54.49111110568576,0.7069732546806335,26.870788861725597
19,52.3,52.3,52.3,55.1666666659885,0.7002804279327393,26.817870132967624
20,51.17,51.17,51.17,55.79555555555555,0.6939314603805542,17.574607954206666
21,36.72,36.72,36.72,29.133333332655166,0.684069037437439,17.4926211913422
22,32.55,32.55,32.55,38.98666666395399,0.6775521039962769,17.44119313099994
23,41.21,41.21,41.21,41.95111111043294,0.6716809868812561,17.399827082463776
24,39.94,39.94,39.94,44.313333329942495,0.6663712859153748,17.364423707590483
25,45.5,45.5,45.5,44.91111110839844,0.6614750623703003,11.379017351380359
26,24.84,24.84,24.84,27.408888887193466,0.6543206572532654,11.341750640987419
27,21.27,21.27,21.27,31.926666664971247,0.6495929956436157,11.319017947647724
28,33.46,33.46,33.46,34.50888888753255,0.6454354524612427,11.303365929282691
29,32.98,32.98,32.98,35.29777777709961,0.6416531801223755,11.289204579333374
30,31.51,31.51,31.51,35.973333332655166,0.6382358074188232,7.3676286446842765
31,21.2,21.2,21.2,19.09555555352105,0.6341571807861328,7.351976626319241
32,21.69,21.69,21.69,22.231111109076608,0.6312919855117798,7.345268618448513
33,20.09,20.09,20.09,23.59111110772027,0.6287841796875,7.342287281617077
34,18.03,18.03,18.03,24.284444443596733,0.6265869140625,7.335206606642418
35,18.98,18.98,18.98,24.906666666666666,0.6246527433395386,4.770138930296345
36,22.31,22.31,22.31,20.453333330959744,0.6227203607559204,4.76678492636098
37,22.57,22.57,22.57,22.768888886176214,0.6211931109428406,4.7645489237374035
38,24.11,24.11,24.11,23.27111110941569,0.6199250817298889,4.7630582553216865
39,21.07,21.07,21.07,23.504444443766275,0.618850827217102,4.7634309224256155
40,24.34,24.34,24.34,23.862222220865885,0.6179677844047546,3.0882922902629537
41,18.13,18.13,18.13,16.5111111102634,0.6171857714653015,3.0879196231590247
42,18.24,18.24,18.24,17.208888888549804,0.6165626049041748,3.0879196231590247
43,18.19,18.19,18.19,17.086666664632162,0.6160770654678345,3.0879196231590247
44,18.94,18.94,18.94,17.317777777438693,0.6157218217849731,3.086428954743307
45,15.48,15.48,15.48,17.64444444308811,0.6154776215553284,1.9993590125812415
46,18.61,18.61,18.61,16.51777777709961,0.6153364181518555,1.9993590125812415
47,18.25,18.25,18.25,16.51999999830458,0.615254282951355,1.9993590125812415
48,18.3,18.3,18.3,16.539999998643662,0.6152161955833435,1.9993590125812415
49,18.59,18.59,18.59,16.644444443596733,0.6152152419090271,1.9993590125812415
49,-1.0,10.0,9.66,10.03777777709961,0.0,1.9993590125812415
50,-1.0,16.49,17.08,14.208888888041178,0.0,1.9993590125812415
51,-1.0,18.51,18.96,17.01777777709961,0.0,1.9993590125812415
52,-1.0,19.91,20.84,19.34444444240994,0.0,1.9993590125812415
53,-1.0,21.64,22.26,20.788888886854384,0.0,1.9993590125812415
54,-1.0,21.59,22.4,21.30666666463216,0.0,1.9993590125812415
55,-1.0,22.3,23.4,21.839999999321833,0.0,1.9993590125812415
56,-1.0,22.91,22.88,22.115555554538304,0.0,1.9993590125812415
57,-1.0,22.65,23.02,22.106666664971247,0.0,1.9993590125812415
58,-1.0,22.02,22.48,22.406666664632162,0.0,1.9993590125812415
59,-1.0,22.83,22.82,22.43777777574327,0.0,1.9993590125812415
60,-1.0,23.05,23.04,22.617777776760526,0.0,1.9993590125812415
61,-1.0,22.96,23.52,22.57333333163791,0.0,1.9993590125812415
62,-1.0,23.27,23.7,22.575555553181967,0.0,1.9993590125812415
63,-1.0,22.65,23.34,22.664444442070856,0.0,1.9993590125812415
64,-1.0,23.29,24.14,22.999999997965496,0.0,1.9993590125812415
65,-1.0,22.72,23.38,22.904444442749025,0.0,1.9993590125812415
66,-1.0,23.01,23.34,23.055555555216472,0.0,1.9993590125812415
67,-1.0,23.43,23.78,23.08666666395399,0.0,1.9993590125812415
68,-1.0,23.44,23.66,22.902222220187717,0.0,1.9993590125812415
69,-1.0,23.36,23.42,22.999999997965496,0.0,1.9993590125812415
70,-1.0,23.2,23.62,23.113333333333333,0.0,1.9993590125812415
71,-1.0,23.46,23.9,23.06888888753255,0.0,1.9993590125812415
72,-1.0,23.65,24.12,22.879999997965495,0.0,1.9993590125812415
73,-1.0,23.14,23.34,23.151111110093858,0.0,1.9993590125812415
74,-1.0,23.59,23.64,23.17555555352105,0.0,1.9993590125812415
75,-1.0,24.08,24.62,23.517777777777777,0.0,1.9993590125812415
76,-1.0,23.8,24.34,23.47555555521647,0.0,1.9993590125812415
77,-1.0,23.86,24.38,23.535555552842883,0.0,1.9993590125812415
78,-1.0,24.05,24.2,23.53999999830458,0.0,1.9993590125812415
79,-1.0,23.97,24.28,23.47777777642144,0.0,1.9993590125812415
80,-1.0,24.06,24.2,23.355555555555554,0.0,1.9993590125812415
81,-1.0,24.09,24.48,23.535555552164713,0.0,1.9993590125812415
82,-1.0,24.01,24.22,23.535555554877387,0.0,1.9993590125812415
83,-1.0,23.99,24.3,23.48888888821072,0.0,1.9993590125812415
84,-1.0,24.02,24.3,23.575555554877386,0.0,1.9993590125812415
85,-1.0,23.99,24.48,23.48888888719347,0.0,1.9993590125812415
86,-1.0,24.1,24.18,23.551111111111112,0.0,1.9993590125812415
87,-1.0,24.1,24.2,23.533333331976998,0.0,1.9993590125812415
88,-1.0,24.12,24.14,23.54888888821072,0.0,1.9993590125812415
89,-1.0,24.11,24.38,23.582222221544054,0.0,1.9993590125812415
90,-1.0,24.06,24.28,23.482222220187715,0.0,1.9993590125812415
91,-1.0,24.08,24.72,23.453333331976996,0.0,1.9993590125812415
92,-1.0,24.09,24.08,23.499999998304578,0.0,1.9993590125812415
93,-1.0,24.13,24.28,23.595555554538304,0.0,1.9993590125812415
94,-1.0,23.9,24.66,23.50888888888889,0.0,1.9993590125812415
95,-1.0,24.16,24.74,23.559999997287328,0.0,1.9993590125812415
96,-1.0,24.14,24.18,23.55777777709961,0.0,1.9993590125812415
97,-1.0,24.05,24.38,23.517777775065102,0.0,1.9993590125812415
98,-1.0,24.17,24.16,23.499999997965496,0.0,1.9993590125812415
99,-1.0,24.12,24.4,23.511111110432942,0.0,1.9993590125812415
