epoch,test_acc_before_rounding,test_acc,val_acc,train_acc,regularization_loss,model_sparsity
0,27.2,27.2,27.2,22.06222222222222,0.0008934352081269026,49.89416254248405
1,30.36,30.36,30.36,28.853333328586153,0.0008934924262575805,49.90459722139407
2,33.71,33.71,33.71,32.23999999762641,0.0008935428340919316,49.902733885874426
3,35.33,35.33,35.33,34.93333333163791,0.0008936062222346663,49.90049788325085
4,38.21,38.21,38.21,36.80666666531033,0.0008936638478189707,49.891181205652614
5,39.94,39.94,39.94,39.1244444390191,0.0008937280508689582,49.89788921352334
6,36.34,36.34,36.34,40.533333331977,0.000893813616130501,49.88298252936617
7,42.45,42.45,42.45,42.51333332858616,0.0008938922546803951,49.882609862262235
8,41.57,41.57,41.57,44.044444439019095,0.0008939491235651076,49.872547850456144
9,40.35,40.35,40.35,45.16888888549805,0.0008939734543673694,49.855777830779324
10,47.7,47.7,47.7,46.95777777235243,0.0008940034895204008,49.83677180847892
11,41.19,41.19,41.19,48.12666666531033,0.0008940332918427885,49.84944249001252
12,47.05,47.05,47.05,49.10666666191949,0.0008940247353166342,49.84198914793394
13,51.34,51.34,51.34,50.3577777730306,0.0008940342231653631,49.85391449525967
14,47.45,47.45,47.45,51.06444443834093,0.0008940151310525835,49.8479518215968
15,50.34,50.34,50.34,51.946666666666665,0.0008940070401877165,49.84683382028501
16,52.25,52.25,52.25,52.56666666531033,0.0008940089028328657,49.828945799296406
17,51.8,51.8,51.8,53.56666666124132,0.0008939903345890343,49.82111979011389
18,52.56,52.56,52.56,53.93777777235243,0.0008939814870245755,49.81851112038638
19,54.08,54.08,54.08,54.848888883463545,0.0008939892868511379,49.807331107268496
20,54.48,54.48,54.48,55.36222221747504,0.0008939434192143381,49.80807644147636
21,52.89,52.89,52.89,56.153333331976995,0.0008938877144828439,49.803231769125276
22,51.77,51.77,51.77,56.58666666395399,0.000893851334694773,49.792051756007396
23,55.4,55.4,55.4,57.273333328586155,0.000893797492608428,49.78124440999344
24,55.65,55.65,55.65,57.80666666056315,0.0008937367820180953,49.765965058732334
25,54.94,54.94,54.94,58.313333329942495,0.000893711403477937,49.764474390316614
26,54.56,54.56,54.56,58.79555555013021,0.0008936598896980286,49.73950569435335
27,58.29,58.29,58.29,59.42666666124132,0.0008935753721743822,49.74323236539264
28,54.54,54.54,54.54,59.59333332994249,0.0008935399819165468,49.74882237195158
29,55.54,55.54,55.54,59.98666665988498,0.0008934816578403115,49.76223838769304
30,58.38,58.38,58.38,60.54666666395399,0.000893394579179585,49.7313070180669
31,57.74,57.74,57.74,61.07333332722982,0.0008933235076256096,49.72422634309224
32,61.07,61.07,61.07,61.42222221544054,0.0008932612254284322,49.72124500626081
33,59.99,59.99,59.99,61.966666663953994,0.0008931991178542376,49.717891002325445
34,55.78,55.78,55.78,62.219999993218316,0.0008931288029998541,49.70708365631149
35,58.42,58.42,58.42,62.539999993218316,0.000893058255314827,49.691058970842526
36,60.88,60.88,60.88,62.986666662597656,0.0008929909090511501,49.68136962614036
37,58.46,58.46,58.46,63.35999999525282,0.0008929005125537515,49.68248762745215
38,59.68,59.68,59.68,63.3111111070421,0.0008928448660299182,49.67913362351678
39,58.94,58.94,58.94,63.72666666191949,0.0008927923627197742,49.67354361695784
40,60.59,60.59,60.59,64.04222221679687,0.0008927166345529258,49.65006558941029
41,62.23,62.23,62.23,64.22222221950955,0.0008926386944949627,49.659382267008525
42,61.9,61.9,61.9,64.47555554945204,0.0008925871807150543,49.646338918371
43,58.73,58.73,58.73,65.04222221272786,0.0008925252477638423,49.64037624470813
44,58.1,58.1,58.1,64.91555555148655,0.0008924606954678893,49.629568898694174
45,61.91,61.91,61.91,64.82888888685439,0.0008924088324420154,49.622860890823446
46,61.91,61.91,61.91,65.19999999321831,0.0008923792047426105,49.614662214537
47,62.41,62.41,62.41,65.7155555501302,0.0008923120913095772,49.61578021584879
48,60.96,60.96,60.96,65.5088888821072,0.0008922555134631693,49.60646353825055
49,64.42,64.42,64.42,65.77999999457465,0.0008922211127355695,49.60907220797806
50,59.79,59.79,59.79,66.08666665988498,0.0008921698899939656,49.60050086458768
51,63.93,63.93,63.93,66.26222221950955,0.0008921132539398968,49.582985510703
52,59.78,59.78,59.78,66.47333332790798,0.0008920714026317,49.58522151332657
53,65.21,65.21,65.21,66.706666668023,0.0008920261752791703,49.565842823922246
54,62.65,62.65,62.65,67.07777777913411,0.0008919664542190731,49.56509748971439
55,59.33,59.33,59.33,67.05777777913411,0.0008919295505620539,49.57404150020869
56,60.97,60.97,60.97,66.96444443495008,0.0008918793173506856,49.548700137141495
57,64.68,64.68,64.68,67.25999999321832,0.000891846080776304,49.515905431995705
58,60.08,60.08,60.08,67.13999999050564,0.0008918074890971184,49.511806093852485
59,65.48,65.48,65.48,67.27777776963975,0.0008917436935007572,49.524476775386084
60,60.05,60.05,60.05,67.66222221950954,0.0008916917140595615,49.52000477013893
61,64.66,64.66,64.66,67.49111110432943,0.0008916478836908937,49.52075010434679
62,63.47,63.47,63.47,67.68666666259766,0.0008916078950278461,49.510315425436765
63,61.34,61.34,61.34,67.97333332383897,0.0008915663347579539,49.494663407071734
64,65.53,65.53,65.53,68.23777776963976,0.0008915246580727398,49.49280007155208
65,65.83,65.83,65.83,67.84888888617621,0.0008914818754419684,49.48012939001848
66,60.97,60.97,60.97,68.23999999593099,0.0008914608042687178,49.49093673603244
67,64.51,64.51,64.51,68.6244444390191,0.0008914218633435667,49.46969471110846
68,67.04,67.04,67.04,68.60666666124132,0.0008913796627894044,49.461868701925944
69,65.4,65.4,65.4,68.78444443766276,0.0008913579513318837,49.45143402301592
70,63.58,63.58,63.58,68.8555555569119,0.0008913163910619915,49.44435334804126
71,63.88,63.88,63.88,69.02888888888889,0.0008912665653042495,49.43690000596268
72,68.4,68.4,68.4,68.86888888888889,0.0008912273915484548,49.44398068093733
73,66.96,66.96,66.96,69.09777777099609,0.0008912013145163655,49.433546002027306
74,61.92,61.92,61.92,69.27111110432942,0.0008911733748391271,49.41863931787013
75,67.43,67.43,67.43,69.1955555569119,0.0008911655168049037,49.4119313099994
76,65.68,65.68,65.68,69.39999999864366,0.0008911403710953891,49.403359966609024
77,66.14,66.14,66.14,69.67555555284288,0.0008910946198739111,49.39180728638721
78,64.89,64.89,64.89,69.68222222222222,0.0008910614997148514,49.388080615347924
79,66.47,66.47,66.47,69.82222221272787,0.0008910419419407845,49.380999940373265
80,64.4,64.4,64.4,70.13111110568576,0.0008909928728826344,49.36721125752788
81,68.01,68.01,68.01,69.88,0.0008909674943424761,49.37988193906148
82,68.02,68.02,68.02,69.94888887939453,0.0008909552125260234,49.36050324965715
83,67.77,67.77,67.77,69.90000000135633,0.0008909282623790205,49.38957128376364
84,68.18,68.18,68.18,70.11999999050565,0.0008909032912924886,49.359385248345355
85,66.97,66.97,66.97,70.1355555501302,0.0008908738382160664,49.362739252280726
